PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,CLP_USD,FMV_USD,YURTICI_TAMIR_MALIYETI_USD,YURTDISI_TAMIR_MALIYETI_USD,FAAL_ADET,GAYRIFAAL_ADET,YURTICI_TAMIRDE_ADET,YURTDISI_TAMIRDE_ADET,ACIK_SATINALMA_ADET,EXCHANGE_IN_ADET,EXCHANGE_OUT_ADET,HOMEBASE_DEPO_ADET,TOPLAM_ENVANTER_ADET
PN-102585,36,PNEUMATIC,AIRBUS,A321neo,YOK,4200,2400,,1490,1,0,0,0,0,0,0,1,2
PN-102586,30,ICE & RAIN PROTECTION,BOEING,737-900ER,YOK,1060,650,,1060,2,0,0,2,1,0,0,1,6
PN-102587,29,HYDRAULIC POWER,AIRBUS,A321neo,VAR,1470,870,240.0,350,12,2,3,1,1,1,1,2,23
PN-102588,80,STARTING,BOEING,777-300ER,YOK,12250,6130,,3800,3,1,0,1,0,0,1,3,9
PN-102589,29,HYDRAULIC POWER,AIRBUS,A321-200,VAR,11120,7510,1180.0,2060,4,1,0,0,0,1,0,2,8
PN-102590,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,27140,5060,,1110,1,1,0,0,0,0,0,0,2
PN-102591,30,ICE & RAIN PROTECTION,BOEING,737-800,VAR,2280,900,170.0,220,1,0,1,1,0,1,0,1,5
PN-102592,35,OXYGEN,AIRBUS,A321-200,VAR,7390,2030,610.0,880,4,1,1,2,0,1,0,2,11
PN-102593,23,COMMUNICATIONS,AIRBUS,A321-200,VAR,920,180,50.0,60,1,0,0,0,0,0,0,1,2
PN-102594,28,FUEL,BOEING,787-9,YOK,1260,580,,660,1,0,0,1,0,0,1,2,5
PN-102595,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,1570,600,260.0,350,1,1,1,0,0,0,0,0,3
PN-102596,35,OXYGEN,BOEING,737-800,VAR,72700,30770,8800.0,17480,1,0,1,0,0,0,0,0,2
PN-102597,71,POWER PLANT,BOEING,737-800,YOK,2140,1720,,570,2,0,0,1,1,0,1,4,9
PN-102598,80,STARTING,BOEING,737 MAX 8,YOK,780,460,,780,5,1,0,2,0,0,0,2,10
PN-102599,31,INDICATING / RECORDING SYSTEMS,BOEING,737 MAX 8,VAR,350,220,180.0,240,3,1,2,1,0,1,0,1,9
PN-102600,76,ENGINE CONTROLS,AIRBUS,A330-300,VAR,1500,410,180.0,230,1,0,0,0,0,0,0,1,2
PN-102601,26,FIRE PROTECTION,AIRBUS,A321-200,VAR,5740,4050,2340.0,3710,1,0,0,0,0,0,0,0,1
PN-102602,73,ENGINE FUEL AND CONTROL,AIRBUS,A319-100,YOK,9520,3910,,1210,4,1,0,2,0,1,0,2,10
PN-102603,36,PNEUMATIC,AIRBUS,A350-900,VAR,140,50,50.0,50,1,0,0,1,0,0,0,1,3
PN-102604,72,ENGINE,BOEING,737 MAX 8,YOK,1590,1190,,930,29,9,0,4,1,5,6,8,62
PN-102605,72,ENGINE,AIRBUS,A321neo,YOK,3680,2250,,570,11,17,0,21,6,0,1,8,64
PN-102606,35,OXYGEN,AIRBUS,A320-200,YOK,320,60,,50,10,2,0,4,0,0,0,6,22
PN-102607,27,FLIGHT CONTROLS,AIRBUS,A321-200,YOK,5550,2040,,1210,1,0,0,0,0,1,0,1,3
PN-102608,35,OXYGEN,AIRBUS,A330-200,VAR,1280,320,100.0,190,3,1,0,0,0,0,1,1,6
PN-102609,74,IGNITION,BOEING,737 MAX 8,YOK,8720,4050,,970,5,1,0,1,0,0,1,2,10
PN-102610,80,STARTING,AIRBUS,A320-200,YOK,5960,2690,,5960,3,2,0,3,0,1,1,3,13
PN-102611,79,OIL,AIRBUS,A350-900,VAR,810,440,240.0,460,2,1,0,0,0,0,0,2,5
PN-102612,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,8900,4090,,1530,3,2,0,1,0,0,3,5,14
PN-102613,49,AIRBORNE AUXILIARY POWER (APU),BOEING,777-300ER,VAR,720,360,110.0,170,3,1,0,0,1,0,1,2,8
PN-102614,23,COMMUNICATIONS,AIRBUS,A320-200,YOK,4670,2410,,520,4,0,0,1,0,0,0,1,6
PN-102615,56,WINDOWS,BOEING,777-300ER,YOK,4080,1870,,2010,0,0,0,0,0,0,0,1,1
PN-102616,80,STARTING,AIRBUS,A350-900,YOK,710,420,,150,1,1,0,1,4,1,1,3,12
PN-102617,22,AUTO FLIGHT,BOEING,737-900ER,YOK,2280,630,,530,3,0,0,0,1,0,0,1,5
PN-102618,56,WINDOWS,AIRBUS,A319-100,YOK,2760,1870,,1180,1,1,0,1,1,1,0,1,6
PN-102619,79,OIL,AIRBUS,A330-200,VAR,1200,390,60.0,100,3,1,0,0,2,0,0,2,8
PN-102620,76,ENGINE CONTROLS,AIRBUS,A350-900,YOK,11010,4080,,3010,2,1,0,3,0,1,0,0,7
PN-102621,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,VAR,3790,2670,740.0,1410,1,1,0,0,1,1,0,2,6
PN-102622,23,COMMUNICATIONS,AIRBUS,A321neo,VAR,220,110,50.0,70,2,0,0,1,1,1,0,5,10
PN-102623,79,OIL,AIRBUS,A330-300,YOK,800,300,,290,2,1,0,1,0,0,0,2,6
PN-102624,77,ENGINE INDICATING,AIRBUS,A330-300,YOK,190,130,,50,1,0,0,0,0,0,0,1,2
PN-102625,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A319-100,VAR,7890,5260,980.0,1820,4,1,0,0,3,1,4,1,14
PN-102626,80,STARTING,AIRBUS,A321neo,YOK,400,200,,50,2,0,0,0,0,0,0,1,3
PN-102627,21,AIR CONDITIONING,AIRBUS,A320neo,YOK,11240,5370,,3330,0,0,0,1,1,0,0,0,2
PN-102628,52,DOORS,BOEING,777-300ER,YOK,700,270,,110,1,0,0,0,0,0,1,0,2
PN-102629,22,AUTO FLIGHT,BOEING,787-9,YOK,1450,890,,1230,2,2,0,1,0,1,0,2,8
PN-102630,79,OIL,AIRBUS,A321-200,YOK,3690,1490,,990,3,0,0,1,0,1,0,1,6
PN-102631,56,WINDOWS,AIRBUS,A320-200,YOK,4880,3500,,1810,1,0,0,0,0,0,0,0,1
PN-102632,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,910,660,,910,2,1,0,0,0,0,0,1,4
PN-102633,36,PNEUMATIC,AIRBUS,A321neo,VAR,23940,14440,4520.0,7160,4,0,2,1,2,0,1,5,15
PN-102634,23,COMMUNICATIONS,BOEING,737 MAX 8,VAR,120,50,50.0,50,1,0,0,0,0,0,0,2,3
PN-102635,21,AIR CONDITIONING,AIRBUS,A330-200,VAR,19740,9290,3310.0,5540,2,1,0,0,1,0,0,2,6
PN-102636,29,HYDRAULIC POWER,AIRBUS,A319-100,VAR,26610,7050,1400.0,2350,8,3,2,2,1,1,1,5,23
PN-102637,72,ENGINE,AIRBUS,A319-100,YOK,2790,1180,,190,5,5,0,5,0,2,1,6,24
PN-102638,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,7130,4190,1580.0,2740,5,3,1,4,1,1,2,3,20
PN-102639,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,300,150,,210,1,0,0,0,0,0,0,0,1
PN-102640,27,FLIGHT CONTROLS,AIRBUS,A350-900,YOK,2500,910,,420,15,2,0,4,0,2,1,11,35
PN-102641,34,NAVIGATION,AIRBUS,A330-300,YOK,370,230,,230,5,0,0,2,1,0,1,3,12
PN-102642,26,FIRE PROTECTION,AIRBUS,A321-200,VAR,1240,430,210.0,340,6,10,6,3,1,2,2,4,34
PN-102643,34,NAVIGATION,BOEING,777-300ER,YOK,3430,1300,,680,2,0,0,0,1,0,0,0,3
PN-102644,32,LANDING GEAR,AIRBUS,A321-200,YOK,16360,3510,,1030,1,0,0,0,0,0,0,1,2
PN-102645,21,AIR CONDITIONING,BOEING,737 MAX 8,VAR,9310,3750,1050.0,1620,2,1,0,0,1,1,0,2,7
PN-102646,36,PNEUMATIC,BOEING,777-300ER,YOK,91430,36130,,25600,1,2,0,0,0,0,0,1,4
PN-102647,73,ENGINE FUEL AND CONTROL,AIRBUS,A321neo,YOK,5760,1960,,930,6,2,0,2,0,3,0,2,15
PN-102648,79,OIL,BOEING,777-300ER,YOK,1440,170,,60,6,1,0,2,1,1,0,6,17
PN-102649,29,HYDRAULIC POWER,AIRBUS,A320neo,YOK,1560,560,,230,3,2,0,1,0,0,0,2,8
PN-102650,76,ENGINE CONTROLS,BOEING,737-800,YOK,25210,13730,,16470,2,0,0,0,1,0,1,1,5
PN-102651,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,14660,2930,,3040,3,1,0,1,1,0,0,3,9
PN-102652,80,STARTING,AIRBUS,A321neo,YOK,36670,21130,,13820,2,0,0,1,1,0,0,1,5
PN-102653,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,YOK,5350,2530,,1820,1,1,0,1,0,0,0,1,4
PN-102654,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,4640,1240,,750,4,2,0,1,1,3,1,3,15
PN-102655,36,PNEUMATIC,AIRBUS,A319-100,YOK,1060,570,,660,9,0,0,1,0,0,1,5,16
PN-102656,22,AUTO FLIGHT,AIRBUS,A321-200,VAR,3290,1500,1140.0,1860,6,3,0,2,1,1,1,2,16
PN-102657,28,FUEL,AIRBUS,A330-300,YOK,2740,900,,500,2,1,0,0,2,0,0,1,6
PN-102658,56,WINDOWS,AIRBUS,A321neo,VAR,8150,3460,1470.0,1960,0,0,0,0,0,0,0,1,1
PN-102659,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321-200,VAR,2930,2160,860.0,1310,2,0,0,0,0,1,0,1,4
PN-102660,32,LANDING GEAR,BOEING,787-9,YOK,2050,1430,,470,2,0,0,1,1,0,0,1,5
PN-102661,73,ENGINE FUEL AND CONTROL,BOEING,777-300ER,YOK,1150,460,,110,4,0,0,1,1,1,0,0,7
PN-102662,24,ELECTRICAL POWER,AIRBUS,A320-200,YOK,670,280,,130,2,0,0,1,0,0,0,1,4
PN-102663,34,NAVIGATION,AIRBUS,A321neo,YOK,1660,390,,100,1,1,0,1,2,0,0,2,7
PN-102664,26,FIRE PROTECTION,BOEING,737-800,YOK,3210,1170,,200,1,0,0,0,0,0,0,0,1
PN-102665,35,OXYGEN,BOEING,737-800,YOK,280,120,,70,1,0,0,0,0,0,0,0,1
PN-102666,27,FLIGHT CONTROLS,AIRBUS,A321-200,YOK,5130,2460,,2020,6,6,0,6,1,0,0,3,22
PN-102667,80,STARTING,BOEING,737-800,YOK,1140,180,,80,1,0,0,0,0,1,0,1,3
PN-102668,22,AUTO FLIGHT,AIRBUS,A320-200,YOK,240,70,,50,1,1,0,1,1,1,0,1,6
PN-102669,80,STARTING,AIRBUS,A321-200,VAR,10140,5810,1910.0,3990,7,1,1,0,1,0,0,6,16
PN-102670,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,3310,1330,,2380,5,1,0,5,2,1,0,4,18
PN-102671,76,ENGINE CONTROLS,AIRBUS,A350-900,YOK,1500,770,,690,5,0,0,3,1,1,1,1,12
PN-102672,76,ENGINE CONTROLS,BOEING,737 MAX 8,VAR,660,160,100.0,150,5,1,0,0,0,0,1,1,8
PN-102673,25,EQUIPMENT / FURNISHINGS,AIRBUS,A319-100,YOK,4890,790,,690,3,0,0,2,1,0,0,2,8
PN-102674,79,OIL,AIRBUS,A320-200,VAR,2030,930,320.0,490,11,2,0,1,3,1,2,3,23
PN-102675,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A319-100,VAR,230,110,60.0,70,4,1,0,2,3,0,0,2,12
PN-102676,80,STARTING,AIRBUS,A320neo,VAR,16560,4830,6880.0,10670,1,0,0,0,0,0,0,0,1
PN-102677,76,ENGINE CONTROLS,AIRBUS,A319-100,YOK,1000,370,,500,1,1,0,1,1,0,0,0,4
PN-102678,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A330-200,VAR,2170,830,460.0,670,7,3,2,0,0,0,1,2,15
PN-102679,30,ICE & RAIN PROTECTION,AIRBUS,A330-200,YOK,3680,1260,,880,1,0,0,1,0,0,0,1,3
PN-102680,24,ELECTRICAL POWER,BOEING,737-800,VAR,8100,1170,220.0,350,8,1,1,4,5,3,5,8,35
PN-102681,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,3650,1960,,440,3,0,0,0,1,0,0,1,5
PN-102682,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A319-100,YOK,1180,510,,110,2,0,0,3,1,0,0,0,6
PN-102683,74,IGNITION,BOEING,737-800,YOK,2750,860,,730,2,1,0,4,1,0,1,3,12
PN-102684,35,OXYGEN,AIRBUS,A319-100,YOK,3380,1700,,2800,1,0,0,1,0,0,0,1,3
PN-102685,34,NAVIGATION,BOEING,737 MAX 8,YOK,1350,970,,510,3,1,0,1,0,1,0,2,8
PN-102686,27,FLIGHT CONTROLS,AIRBUS,A319-100,YOK,2100,1140,,1500,7,1,0,5,2,1,0,1,17
PN-102687,36,PNEUMATIC,AIRBUS,A330-200,VAR,4590,1350,370.0,620,1,0,0,0,0,0,0,0,1
PN-102688,52,DOORS,BOEING,777-300ER,VAR,360,280,100.0,140,1,0,0,0,0,1,0,1,3
PN-102689,80,STARTING,AIRBUS,A330-300,YOK,3600,1750,,1010,3,2,0,2,0,0,2,5,14
PN-102690,71,POWER PLANT,AIRBUS,A350-900,VAR,2850,1330,580.0,990,3,1,1,0,1,0,1,1,8
PN-102691,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,YOK,6860,2950,,1810,6,2,0,7,4,0,3,8,30
PN-102692,77,ENGINE INDICATING,AIRBUS,A320-200,VAR,1520,1170,550.0,870,1,0,0,0,0,0,0,0,1
PN-102693,32,LANDING GEAR,BOEING,737-800,VAR,4510,1750,2240.0,3880,1,1,0,0,0,0,0,0,2
PN-102694,79,OIL,BOEING,777-300ER,YOK,4160,2580,,850,4,2,0,3,0,0,1,3,13
PN-102695,30,ICE & RAIN PROTECTION,BOEING,787-9,VAR,60270,10810,4140.0,5380,5,0,1,0,1,0,0,4,11
PN-102696,24,ELECTRICAL POWER,AIRBUS,A321neo,VAR,3200,1690,300.0,490,3,1,1,1,0,0,0,1,7
PN-102697,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,VAR,2630,1600,410.0,870,5,1,0,0,0,1,0,1,8
PN-102698,24,ELECTRICAL POWER,BOEING,737-800,VAR,23430,7510,5240.0,6760,5,3,0,1,1,1,1,4,16
PN-102699,24,ELECTRICAL POWER,AIRBUS,A330-300,YOK,1230,480,,300,2,0,0,0,1,0,0,1,4
PN-102700,76,ENGINE CONTROLS,AIRBUS,A320neo,YOK,1320,440,,190,1,0,0,1,0,0,0,1,3
PN-102701,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,2620,1700,,1160,3,2,0,2,1,0,0,2,10
PN-102702,26,FIRE PROTECTION,AIRBUS,A320-200,YOK,1070,640,,130,2,1,0,1,0,1,1,2,8
PN-102703,74,IGNITION,AIRBUS,A321neo,VAR,550,230,90.0,140,1,0,0,0,0,0,1,0,2
PN-102704,22,AUTO FLIGHT,AIRBUS,A320-200,YOK,7780,1160,,850,1,1,0,0,0,1,0,2,5
PN-102705,28,FUEL,AIRBUS,A319-100,YOK,7060,3820,,2710,2,0,0,1,0,0,1,1,5
PN-102706,71,POWER PLANT,AIRBUS,A319-100,YOK,1170,510,,480,3,2,0,3,0,1,0,2,11
PN-102707,28,FUEL,BOEING,777-300ER,VAR,10300,6750,2000.0,2950,2,1,0,0,0,0,1,3,7
PN-102708,71,POWER PLANT,AIRBUS,A320-200,YOK,9800,3430,,670,2,1,0,0,0,0,1,1,5
PN-102709,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,930,270,,90,6,2,0,3,3,0,0,4,18
PN-102710,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,2500,1080,,390,1,0,0,0,1,1,0,1,4
PN-102711,21,AIR CONDITIONING,AIRBUS,A320neo,YOK,6610,3990,,2000,3,1,0,0,0,0,1,1,6
PN-102712,79,OIL,BOEING,787-9,YOK,1560,110,,60,0,0,0,0,0,1,1,0,2
PN-102713,35,OXYGEN,BOEING,777-300ER,VAR,8310,3750,1490.0,2200,1,0,0,0,0,0,0,1,2
PN-102714,35,OXYGEN,AIRBUS,A321neo,YOK,9460,4650,,1210,3,1,0,1,0,0,0,1,6
PN-102715,34,NAVIGATION,AIRBUS,A321neo,YOK,770,410,,320,4,1,0,1,0,0,1,2,9
PN-102716,32,LANDING GEAR,AIRBUS,A321-200,YOK,24450,9310,,3590,5,2,0,4,2,1,2,2,18
PN-102717,56,WINDOWS,AIRBUS,A319-100,YOK,280,80,,80,2,0,0,1,1,0,0,2,6
PN-102718,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,YOK,410,120,,150,9,11,0,8,2,0,3,20,53
PN-102719,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,7440,2900,770.0,1320,1,1,0,0,0,0,0,0,2
PN-102720,52,DOORS,AIRBUS,A320-200,YOK,1160,530,,290,1,0,0,0,0,0,0,0,1
PN-102721,56,WINDOWS,AIRBUS,A330-300,VAR,4020,1950,850.0,1150,0,0,0,0,0,0,0,1,1
PN-102722,23,COMMUNICATIONS,AIRBUS,A320-200,YOK,2300,820,,540,0,0,0,1,0,0,0,2,3
PN-102723,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,VAR,420,260,240.0,370,1,0,0,0,0,0,0,1,2
PN-102724,73,ENGINE FUEL AND CONTROL,AIRBUS,A321neo,YOK,22370,5310,,2850,3,1,0,2,0,1,1,1,9
PN-102725,52,DOORS,AIRBUS,A321neo,VAR,230,80,50.0,50,5,1,0,1,1,1,1,4,14
PN-102726,24,ELECTRICAL POWER,AIRBUS,A320-200,YOK,2160,1580,,1340,12,2,0,3,1,2,1,11,32
PN-102727,22,AUTO FLIGHT,AIRBUS,A319-100,VAR,5570,1430,500.0,830,3,1,0,2,0,1,0,2,9
PN-102728,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320neo,YOK,4620,820,,890,12,1,0,13,5,2,15,8,56
PN-102729,34,NAVIGATION,AIRBUS,A320neo,YOK,100,70,,50,2,0,0,1,0,0,0,2,5
PN-102730,79,OIL,BOEING,737-900ER,YOK,2160,900,,320,1,0,0,0,0,0,0,1,2
PN-102731,35,OXYGEN,BOEING,777-300ER,YOK,4490,1490,,790,3,3,0,1,0,1,1,1,10
PN-102732,79,OIL,AIRBUS,A321neo,VAR,1350,670,250.0,360,0,0,0,0,0,0,0,1,1
PN-102733,26,FIRE PROTECTION,AIRBUS,A321neo,VAR,3880,2280,1010.0,1990,1,0,1,0,0,0,0,0,2
PN-102734,32,LANDING GEAR,BOEING,737-800,YOK,3110,1580,,2420,8,1,0,3,0,0,0,4,16
PN-102735,24,ELECTRICAL POWER,AIRBUS,A350-900,YOK,2020,1090,,200,3,0,0,2,0,0,1,1,7
PN-102736,36,PNEUMATIC,AIRBUS,A320-200,VAR,2590,1070,430.0,720,1,2,0,0,0,0,0,1,4
PN-102737,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,16240,4330,1220.0,1990,1,0,1,0,0,0,0,0,2
PN-102738,34,NAVIGATION,AIRBUS,A321neo,YOK,1630,380,,250,2,1,0,2,0,0,0,2,7
PN-102739,29,HYDRAULIC POWER,AIRBUS,A330-300,YOK,23960,13090,,11910,8,2,0,6,0,1,1,4,22
PN-102740,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,YOK,150,80,,50,2,1,0,1,0,0,0,1,5
PN-102741,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,8340,7010,,4000,1,0,0,0,1,0,0,0,2
PN-102742,35,OXYGEN,AIRBUS,A321-200,YOK,820,370,,250,1,0,0,0,0,0,0,0,1
PN-102743,79,OIL,AIRBUS,A320neo,YOK,730,240,,120,1,0,0,1,0,0,1,0,3
PN-102744,26,FIRE PROTECTION,AIRBUS,A321neo,VAR,2970,820,580.0,870,2,0,0,1,0,0,1,1,5
PN-102745,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,4160,1900,,630,2,1,0,1,0,1,1,2,8
PN-102746,26,FIRE PROTECTION,AIRBUS,A330-200,YOK,15840,8430,,6090,1,0,0,1,0,0,0,0,2
PN-102747,74,IGNITION,AIRBUS,A320neo,YOK,360,160,,130,0,0,0,1,0,0,0,0,1
PN-102748,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,VAR,6500,1960,270.0,400,2,1,1,1,1,0,2,1,9
PN-102749,80,STARTING,BOEING,737 MAX 8,YOK,540,330,,140,1,0,0,1,1,0,0,0,3
PN-102750,27,FLIGHT CONTROLS,AIRBUS,A321neo,YOK,550,340,,380,4,4,0,2,2,0,0,2,14
PN-102751,23,COMMUNICATIONS,AIRBUS,A320-200,YOK,5960,3270,,4790,1,1,0,0,0,0,1,0,3
PN-102752,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320neo,YOK,6720,540,,300,1,0,0,1,0,0,0,1,3
PN-102753,52,DOORS,BOEING,737-900ER,VAR,120,50,50.0,70,2,2,0,0,0,0,0,1,5
PN-102754,80,STARTING,BOEING,737-800,YOK,1040,440,,220,10,10,0,8,2,6,5,14,55
PN-102755,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,6370,4200,,1840,6,0,0,2,1,0,0,3,12
PN-102756,76,ENGINE CONTROLS,AIRBUS,A350-900,YOK,180,50,,50,3,1,0,1,0,0,1,1,7
PN-102757,52,DOORS,AIRBUS,A321neo,VAR,440,120,50.0,50,1,1,0,0,0,0,1,3,6
PN-102758,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,VAR,15030,5080,2540.0,3950,1,0,0,0,0,0,0,0,1
PN-102759,32,LANDING GEAR,AIRBUS,A320neo,YOK,8610,6080,,2180,1,1,0,0,0,0,1,1,4
PN-102760,24,ELECTRICAL POWER,BOEING,737-800,YOK,770,450,,470,1,0,0,0,0,0,0,0,1
PN-102761,32,LANDING GEAR,AIRBUS,A330-300,VAR,51120,26770,10740.0,17980,23,6,2,1,7,3,2,5,49
PN-102762,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,2550,1150,,720,3,2,0,4,4,2,1,4,20
PN-102763,21,AIR CONDITIONING,BOEING,777-300ER,YOK,2670,1280,,1070,5,0,0,2,1,0,1,2,11
PN-102764,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,760,230,,70,1,1,0,0,0,0,1,1,4
PN-102765,35,OXYGEN,AIRBUS,A319-100,YOK,1980,660,,200,1,0,0,0,0,0,0,0,1
PN-102766,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,4160,2370,,700,1,1,0,1,0,0,0,1,4
PN-102767,80,STARTING,BOEING,737 MAX 8,YOK,180,50,,50,14,6,0,3,1,1,0,8,33
PN-102768,34,NAVIGATION,BOEING,777-300ER,YOK,4470,1320,,590,2,1,0,1,0,0,0,3,7
PN-102769,79,OIL,AIRBUS,A330-200,YOK,10770,6020,,6080,1,0,0,1,0,0,0,2,4
PN-102770,56,WINDOWS,BOEING,777-F,VAR,1240,680,180.0,270,1,0,0,0,0,0,0,0,1
PN-102771,22,AUTO FLIGHT,BOEING,737 MAX 8,VAR,470,170,60.0,110,8,3,1,0,1,2,1,4,20
PN-102772,26,FIRE PROTECTION,BOEING,737 MAX 8,YOK,100,60,,50,1,0,0,1,0,0,0,1,3
PN-102773,71,POWER PLANT,BOEING,737 MAX 8,YOK,7840,4300,,2350,1,0,0,0,0,0,0,1,2
PN-102774,36,PNEUMATIC,AIRBUS,A321-200,VAR,5520,2070,590.0,1140,1,0,0,0,0,0,0,1,2
PN-102775,28,FUEL,BOEING,737-800,YOK,27020,7760,,2580,1,1,0,0,0,0,0,0,2
PN-102776,35,OXYGEN,AIRBUS,A330-300,YOK,1120,640,,440,1,1,0,0,0,0,0,1,3
PN-102777,77,ENGINE INDICATING,BOEING,737-800,YOK,1850,1210,,1400,4,1,0,0,0,0,0,2,7
PN-102778,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,VAR,780,530,100.0,200,2,1,0,0,0,0,0,1,4
PN-102779,22,AUTO FLIGHT,BOEING,737-800,YOK,1860,580,,640,3,2,0,2,1,0,1,3,12
PN-102780,29,HYDRAULIC POWER,BOEING,777-F,VAR,2700,830,820.0,1160,5,0,2,1,1,0,0,1,10
PN-102781,79,OIL,AIRBUS,A321-200,VAR,320,230,60.0,90,6,5,2,0,0,0,2,2,17
PN-102782,72,ENGINE,BOEING,787-9,YOK,750,520,,210,3,1,0,1,1,0,0,3,9
PN-102783,74,IGNITION,AIRBUS,A321-200,YOK,3190,1360,,300,25,12,0,12,3,10,2,5,69
PN-102784,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,250,50,,50,1,0,0,1,1,0,0,1,4
PN-102785,24,ELECTRICAL POWER,AIRBUS,A320-200,VAR,10470,1510,520.0,800,1,1,0,0,0,0,1,1,4
PN-102786,28,FUEL,BOEING,737-900ER,YOK,38370,13940,,4890,1,1,0,0,0,0,0,1,3
PN-102787,22,AUTO FLIGHT,AIRBUS,A330-300,YOK,3020,1290,,420,2,0,0,1,0,1,0,1,5
PN-102788,21,AIR CONDITIONING,AIRBUS,A321-200,VAR,850,330,310.0,540,1,0,0,0,0,0,0,1,2
PN-102789,74,IGNITION,AIRBUS,A350-900,YOK,300,60,,50,2,0,0,2,1,0,0,1,6
PN-102790,79,OIL,AIRBUS,A321-200,YOK,510,230,,160,1,0,0,0,0,0,0,0,1
PN-102791,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321neo,VAR,2020,680,280.0,420,3,0,1,0,0,0,0,1,5
PN-102792,71,POWER PLANT,BOEING,737 MAX 8,YOK,100,50,,60,1,0,0,0,0,0,0,1,2
PN-102793,35,OXYGEN,BOEING,737-800,YOK,4430,1860,,1200,1,1,0,1,0,0,0,0,3
PN-102794,22,AUTO FLIGHT,BOEING,737-900ER,VAR,2540,1170,310.0,580,3,0,0,1,1,2,1,2,10
PN-102795,77,ENGINE INDICATING,AIRBUS,A330-300,YOK,220,80,,50,19,3,0,11,1,1,1,11,47
PN-102796,76,ENGINE CONTROLS,BOEING,787-9,YOK,2840,1930,,1760,1,0,0,0,0,0,0,1,2
PN-102797,36,PNEUMATIC,AIRBUS,A320neo,VAR,10900,2460,430.0,730,3,0,0,1,0,0,0,1,5
PN-102798,71,POWER PLANT,AIRBUS,A320neo,YOK,990,690,,950,2,0,0,0,0,1,0,1,4
PN-102799,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,VAR,9270,3650,1770.0,2780,1,1,0,0,0,0,0,1,3
PN-102800,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-300,YOK,3410,1840,,1860,2,0,0,1,1,0,0,0,4
PN-102801,32,LANDING GEAR,AIRBUS,A350-900,YOK,39670,22420,,12630,6,0,0,9,0,1,1,5,22
PN-102802,80,STARTING,BOEING,737-800,VAR,4010,1070,830.0,1480,1,1,1,0,0,0,0,1,4
PN-102803,22,AUTO FLIGHT,AIRBUS,A321-200,YOK,4780,1860,,1410,16,0,0,10,2,2,3,12,45
PN-102804,25,EQUIPMENT / FURNISHINGS,AIRBUS,A319-100,VAR,2940,1700,360.0,600,2,0,0,0,1,1,1,1,6
PN-102805,80,STARTING,AIRBUS,A350-900,YOK,1370,870,,360,1,1,0,1,0,0,0,0,3
PN-102806,28,FUEL,BOEING,787-9,VAR,8180,1600,320.0,410,1,0,1,0,1,1,0,1,5
