PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,YURTICI_TAT_GUN,YURTDISI_TAT_GUN,SATINALMA_TAT_GUN,KRITIKLIK_DURUMU,YIL,CEYREK,DONEM,THY_TALEP_ADET,POOL_TALEP_ADET,SCRAP_ADET
PN-103016,35,OXYGEN,AIRBUS,A320-200,YOK,,32,13,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,0,0
PN-103016,35,OXYGEN,AIRBUS,A320-200,YOK,,32,13,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-103016,35,OXYGEN,AIRBUS,A320-200,YOK,,32,13,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-103017,26,FIRE PROTECTION,AIRBUS,A320neo,VAR,17.0,41,16,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-103017,26,FIRE PROTECTION,AIRBUS,A320neo,VAR,17.0,41,16,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-103017,26,FIRE PROTECTION,AIRBUS,A320neo,VAR,17.0,41,16,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-103017,26,FIRE PROTECTION,AIRBUS,A320neo,VAR,17.0,41,16,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-103018,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,,39,22,KRİTİK,2025,Q1,2025-Q1,4,1,2
PN-103018,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,,39,22,KRİTİK,2025,Q2,2025-Q2,9,1,2
PN-103018,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,,39,22,KRİTİK,2025,Q3,2025-Q3,5,9,3
PN-103018,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,,39,22,KRİTİK,2025,Q4,2025-Q4,11,1,0
PN-103019,72,ENGINE,AIRBUS,A330-300,YOK,,62,114,AOG KRİTİK,2025,Q1,2025-Q1,3,1,0
PN-103019,72,ENGINE,AIRBUS,A330-300,YOK,,62,114,AOG KRİTİK,2025,Q2,2025-Q2,6,8,1
PN-103019,72,ENGINE,AIRBUS,A330-300,YOK,,62,114,AOG KRİTİK,2025,Q3,2025-Q3,6,2,0
PN-103019,72,ENGINE,AIRBUS,A330-300,YOK,,62,114,AOG KRİTİK,2025,Q4,2025-Q4,7,2,1
PN-103020,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,YOK,,44,22,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-103020,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,YOK,,44,22,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,0
PN-103020,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,YOK,,44,22,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-103020,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,YOK,,44,22,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103021,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,21.0,20,39,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-103021,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,21.0,20,39,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-103021,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,21.0,20,39,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,2,0
PN-103021,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,21.0,20,39,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,0,0
PN-103022,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321neo,YOK,,61,29,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,1,0
PN-103022,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321neo,YOK,,61,29,KRİTİK DEĞİL,2025,Q2,2025-Q2,4,1,2
PN-103022,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321neo,YOK,,61,29,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-103022,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321neo,YOK,,61,29,KRİTİK DEĞİL,2025,Q4,2025-Q4,4,2,2
PN-103023,26,FIRE PROTECTION,BOEING,737-800,YOK,,40,31,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-103023,26,FIRE PROTECTION,BOEING,737-800,YOK,,40,31,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,1,0
PN-103023,26,FIRE PROTECTION,BOEING,737-800,YOK,,40,31,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,2,0
PN-103023,26,FIRE PROTECTION,BOEING,737-800,YOK,,40,31,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,0
PN-103024,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,,32,33,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-103024,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,,32,33,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-103024,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,,32,33,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-103024,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,,32,33,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103025,52,DOORS,BOEING,777-300ER,YOK,,32,16,KRİTİK DEĞİL,2025,Q1,2025-Q1,4,1,0
PN-103025,52,DOORS,BOEING,777-300ER,YOK,,32,16,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-103025,52,DOORS,BOEING,777-300ER,YOK,,32,16,KRİTİK DEĞİL,2025,Q3,2025-Q3,5,1,0
PN-103025,52,DOORS,BOEING,777-300ER,YOK,,32,16,KRİTİK DEĞİL,2025,Q4,2025-Q4,5,1,0
PN-103026,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,,19,42,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-103026,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,,19,42,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,1,1
PN-103026,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,,19,42,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-103026,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,,19,42,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,3,0
PN-103027,72,ENGINE,AIRBUS,A320neo,YOK,,53,32,KRİTİK,2025,Q1,2025-Q1,20,4,0
PN-103027,72,ENGINE,AIRBUS,A320neo,YOK,,53,32,KRİTİK,2025,Q2,2025-Q2,18,17,0
PN-103027,72,ENGINE,AIRBUS,A320neo,YOK,,53,32,KRİTİK,2025,Q3,2025-Q3,22,20,0
PN-103027,72,ENGINE,AIRBUS,A320neo,YOK,,53,32,KRİTİK,2025,Q4,2025-Q4,11,6,0
PN-103028,26,FIRE PROTECTION,BOEING,777-F,YOK,,46,20,KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-103028,26,FIRE PROTECTION,BOEING,777-F,YOK,,46,20,KRİTİK,2025,Q2,2025-Q2,0,1,0
PN-103028,26,FIRE PROTECTION,BOEING,777-F,YOK,,46,20,KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-103028,26,FIRE PROTECTION,BOEING,777-F,YOK,,46,20,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-103029,77,ENGINE INDICATING,BOEING,737 MAX 8,VAR,8.0,31,28,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,0
PN-103029,77,ENGINE INDICATING,BOEING,737 MAX 8,VAR,8.0,31,28,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,0
PN-103029,77,ENGINE INDICATING,BOEING,737 MAX 8,VAR,8.0,31,28,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,1,0
PN-103029,77,ENGINE INDICATING,BOEING,737 MAX 8,VAR,8.0,31,28,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,1,2
PN-103030,72,ENGINE,AIRBUS,A321-200,VAR,11.0,35,67,AOG KRİTİK,2025,Q1,2025-Q1,1,0,0
PN-103030,72,ENGINE,AIRBUS,A321-200,VAR,11.0,35,67,AOG KRİTİK,2025,Q2,2025-Q2,4,2,0
PN-103030,72,ENGINE,AIRBUS,A321-200,VAR,11.0,35,67,AOG KRİTİK,2025,Q3,2025-Q3,3,0,0
PN-103030,72,ENGINE,AIRBUS,A321-200,VAR,11.0,35,67,AOG KRİTİK,2025,Q4,2025-Q4,1,2,1
PN-103031,28,FUEL,BOEING,737 MAX 8,YOK,,43,25,KRİTİK,2025,Q1,2025-Q1,0,0,0
PN-103031,28,FUEL,BOEING,737 MAX 8,YOK,,43,25,KRİTİK,2025,Q2,2025-Q2,0,0,0
PN-103031,28,FUEL,BOEING,737 MAX 8,YOK,,43,25,KRİTİK,2025,Q3,2025-Q3,1,1,1
PN-103031,28,FUEL,BOEING,737 MAX 8,YOK,,43,25,KRİTİK,2025,Q4,2025-Q4,5,1,0
PN-103032,36,PNEUMATIC,AIRBUS,A330-200,YOK,,59,33,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,0
PN-103032,36,PNEUMATIC,AIRBUS,A330-200,YOK,,59,33,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,1,0
PN-103032,36,PNEUMATIC,AIRBUS,A330-200,YOK,,59,33,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,1,0
PN-103032,36,PNEUMATIC,AIRBUS,A330-200,YOK,,59,33,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,1,1
PN-103033,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,,57,38,KRİTİK DEĞİL,2025,Q1,2025-Q1,8,2,0
PN-103033,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,,57,38,KRİTİK DEĞİL,2025,Q2,2025-Q2,6,2,0
PN-103033,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,,57,38,KRİTİK DEĞİL,2025,Q3,2025-Q3,16,2,1
PN-103033,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,,57,38,KRİTİK DEĞİL,2025,Q4,2025-Q4,10,0,0
PN-103034,23,COMMUNICATIONS,BOEING,737 MAX 8,YOK,,52,36,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,1,0
PN-103034,23,COMMUNICATIONS,BOEING,737 MAX 8,YOK,,52,36,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-103034,23,COMMUNICATIONS,BOEING,737 MAX 8,YOK,,52,36,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,0,0
PN-103034,23,COMMUNICATIONS,BOEING,737 MAX 8,YOK,,52,36,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103035,79,OIL,BOEING,737-800,YOK,,83,38,KRİTİK,2025,Q1,2025-Q1,1,0,0
PN-103035,79,OIL,BOEING,737-800,YOK,,83,38,KRİTİK,2025,Q2,2025-Q2,1,0,0
PN-103035,79,OIL,BOEING,737-800,YOK,,83,38,KRİTİK,2025,Q3,2025-Q3,1,0,0
PN-103035,79,OIL,BOEING,737-800,YOK,,83,38,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-103036,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,,60,19,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-103036,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,,60,19,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,2
PN-103036,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,,60,19,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-103036,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,YOK,,60,19,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-103037,25,EQUIPMENT / FURNISHINGS,AIRBUS,A350-900,VAR,8.0,57,32,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-103037,25,EQUIPMENT / FURNISHINGS,AIRBUS,A350-900,VAR,8.0,57,32,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-103037,25,EQUIPMENT / FURNISHINGS,AIRBUS,A350-900,VAR,8.0,57,32,KRİTİK DEĞİL,2025,Q3,2025-Q3,0,0,0
PN-103037,25,EQUIPMENT / FURNISHINGS,AIRBUS,A350-900,VAR,8.0,57,32,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103038,28,FUEL,AIRBUS,A321-200,YOK,,42,22,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,0
PN-103038,28,FUEL,AIRBUS,A321-200,YOK,,42,22,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,0,0
PN-103038,28,FUEL,AIRBUS,A321-200,YOK,,42,22,KRİTİK DEĞİL,2025,Q3,2025-Q3,3,1,0
PN-103038,28,FUEL,AIRBUS,A321-200,YOK,,42,22,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,1,0
PN-103039,26,FIRE PROTECTION,AIRBUS,A319-100,YOK,,32,12,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,1
PN-103039,26,FIRE PROTECTION,AIRBUS,A319-100,YOK,,32,12,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-103039,26,FIRE PROTECTION,AIRBUS,A319-100,YOK,,32,12,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,0
PN-103039,26,FIRE PROTECTION,AIRBUS,A319-100,YOK,,32,12,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103040,31,INDICATING / RECORDING SYSTEMS,BOEING,787-9,VAR,8.0,59,26,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,1,1
PN-103040,31,INDICATING / RECORDING SYSTEMS,BOEING,787-9,VAR,8.0,59,26,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,1
PN-103040,31,INDICATING / RECORDING SYSTEMS,BOEING,787-9,VAR,8.0,59,26,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,0
PN-103040,31,INDICATING / RECORDING SYSTEMS,BOEING,787-9,VAR,8.0,59,26,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,0
PN-103041,28,FUEL,AIRBUS,A330-300,YOK,,29,27,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-103041,28,FUEL,AIRBUS,A330-300,YOK,,29,27,KRİTİK DEĞİL,2025,Q2,2025-Q2,0,0,0
PN-103041,28,FUEL,AIRBUS,A330-300,YOK,,29,27,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-103041,28,FUEL,AIRBUS,A330-300,YOK,,29,27,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-103042,29,HYDRAULIC POWER,AIRBUS,A330-300,YOK,,51,171,KRİTİK,2025,Q1,2025-Q1,4,2,3
PN-103042,29,HYDRAULIC POWER,AIRBUS,A330-300,YOK,,51,171,KRİTİK,2025,Q2,2025-Q2,1,0,0
PN-103042,29,HYDRAULIC POWER,AIRBUS,A330-300,YOK,,51,171,KRİTİK,2025,Q3,2025-Q3,3,2,1
PN-103042,29,HYDRAULIC POWER,AIRBUS,A330-300,YOK,,51,171,KRİTİK,2025,Q4,2025-Q4,2,1,0
PN-103043,35,OXYGEN,AIRBUS,A330-300,YOK,,30,46,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,0,0
PN-103043,35,OXYGEN,AIRBUS,A330-300,YOK,,30,46,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,0,1
PN-103043,35,OXYGEN,AIRBUS,A330-300,YOK,,30,46,KRİTİK DEĞİL,2025,Q3,2025-Q3,5,0,0
PN-103043,35,OXYGEN,AIRBUS,A330-300,YOK,,30,46,KRİTİK DEĞİL,2025,Q4,2025-Q4,3,0,0
PN-103044,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,5.0,42,44,KRİTİK DEĞİL,2025,Q1,2025-Q1,9,3,1
PN-103044,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,5.0,42,44,KRİTİK DEĞİL,2025,Q2,2025-Q2,14,1,5
PN-103044,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,5.0,42,44,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,4,0
PN-103044,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,5.0,42,44,KRİTİK DEĞİL,2025,Q4,2025-Q4,9,8,3
PN-103045,76,ENGINE CONTROLS,AIRBUS,A321-200,YOK,,44,27,KRİTİK DEĞİL,2025,Q1,2025-Q1,0,0,0
PN-103045,76,ENGINE CONTROLS,AIRBUS,A321-200,YOK,,44,27,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,1
PN-103045,76,ENGINE CONTROLS,AIRBUS,A321-200,YOK,,44,27,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,1,0
PN-103045,76,ENGINE CONTROLS,AIRBUS,A321-200,YOK,,44,27,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103046,71,POWER PLANT,BOEING,787-9,YOK,,45,33,AOG KRİTİK,2025,Q1,2025-Q1,2,0,1
PN-103046,71,POWER PLANT,BOEING,787-9,YOK,,45,33,AOG KRİTİK,2025,Q2,2025-Q2,0,2,1
PN-103046,71,POWER PLANT,BOEING,787-9,YOK,,45,33,AOG KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-103046,71,POWER PLANT,BOEING,787-9,YOK,,45,33,AOG KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-103047,72,ENGINE,AIRBUS,A350-900,YOK,,48,163,AOG KRİTİK,2025,Q1,2025-Q1,2,0,0
PN-103047,72,ENGINE,AIRBUS,A350-900,YOK,,48,163,AOG KRİTİK,2025,Q2,2025-Q2,2,1,0
PN-103047,72,ENGINE,AIRBUS,A350-900,YOK,,48,163,AOG KRİTİK,2025,Q3,2025-Q3,3,0,0
PN-103047,72,ENGINE,AIRBUS,A350-900,YOK,,48,163,AOG KRİTİK,2025,Q4,2025-Q4,3,1,0
PN-103048,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,VAR,11.0,45,22,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,1,0
PN-103048,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,VAR,11.0,45,22,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,1
PN-103048,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,VAR,11.0,45,22,KRİTİK DEĞİL,2025,Q3,2025-Q3,1,0,0
PN-103048,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,VAR,11.0,45,22,KRİTİK DEĞİL,2025,Q4,2025-Q4,2,1,0
PN-103049,71,POWER PLANT,AIRBUS,A321neo,VAR,6.0,54,41,KRİTİK,2025,Q1,2025-Q1,1,2,1
PN-103049,71,POWER PLANT,AIRBUS,A321neo,VAR,6.0,54,41,KRİTİK,2025,Q2,2025-Q2,1,0,1
PN-103049,71,POWER PLANT,AIRBUS,A321neo,VAR,6.0,54,41,KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-103049,71,POWER PLANT,AIRBUS,A321neo,VAR,6.0,54,41,KRİTİK,2025,Q4,2025-Q4,1,0,0
PN-103050,74,IGNITION,AIRBUS,A321-200,YOK,,23,75,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,3,0
PN-103050,74,IGNITION,AIRBUS,A321-200,YOK,,23,75,KRİTİK DEĞİL,2025,Q2,2025-Q2,5,6,3
PN-103050,74,IGNITION,AIRBUS,A321-200,YOK,,23,75,KRİTİK DEĞİL,2025,Q3,2025-Q3,5,5,3
PN-103050,74,IGNITION,AIRBUS,A321-200,YOK,,23,75,KRİTİK DEĞİL,2025,Q4,2025-Q4,10,4,1
PN-103051,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,11.0,37,21,KRİTİK DEĞİL,2025,Q1,2025-Q1,3,0,0
PN-103051,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,11.0,37,21,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,1,0
PN-103051,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,11.0,37,21,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,0,0
PN-103051,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,11.0,37,21,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103052,72,ENGINE,AIRBUS,A321-200,YOK,,42,48,AOG KRİTİK,2025,Q1,2025-Q1,3,0,0
PN-103052,72,ENGINE,AIRBUS,A321-200,YOK,,42,48,AOG KRİTİK,2025,Q2,2025-Q2,4,3,0
PN-103052,72,ENGINE,AIRBUS,A321-200,YOK,,42,48,AOG KRİTİK,2025,Q3,2025-Q3,2,0,0
PN-103052,72,ENGINE,AIRBUS,A321-200,YOK,,42,48,AOG KRİTİK,2025,Q4,2025-Q4,3,1,0
PN-103053,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,,42,31,KRİTİK,2025,Q1,2025-Q1,3,6,2
PN-103053,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,,42,31,KRİTİK,2025,Q2,2025-Q2,10,3,1
PN-103053,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,,42,31,KRİTİK,2025,Q3,2025-Q3,14,4,2
PN-103053,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,,42,31,KRİTİK,2025,Q4,2025-Q4,6,7,0
PN-103054,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,,37,24,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,1,1
PN-103054,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,,37,24,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,1,0
PN-103054,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,,37,24,KRİTİK DEĞİL,2025,Q3,2025-Q3,3,1,0
PN-103054,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,,37,24,KRİTİK DEĞİL,2025,Q4,2025-Q4,1,0,0
PN-103055,34,NAVIGATION,BOEING,737 MAX 8,VAR,11.0,64,51,KRİTİK,2025,Q1,2025-Q1,5,4,1
PN-103055,34,NAVIGATION,BOEING,737 MAX 8,VAR,11.0,64,51,KRİTİK,2025,Q2,2025-Q2,2,4,2
PN-103055,34,NAVIGATION,BOEING,737 MAX 8,VAR,11.0,64,51,KRİTİK,2025,Q3,2025-Q3,2,1,1
PN-103055,34,NAVIGATION,BOEING,737 MAX 8,VAR,11.0,64,51,KRİTİK,2025,Q4,2025-Q4,2,0,0
PN-103056,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,VAR,13.0,42,21,KRİTİK DEĞİL,2025,Q1,2025-Q1,2,0,0
PN-103056,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,VAR,13.0,42,21,KRİTİK DEĞİL,2025,Q2,2025-Q2,2,0,0
PN-103056,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,VAR,13.0,42,21,KRİTİK DEĞİL,2025,Q3,2025-Q3,4,0,0
PN-103056,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,VAR,13.0,42,21,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103057,24,ELECTRICAL POWER,AIRBUS,A321-200,YOK,,61,55,KRİTİK,2025,Q1,2025-Q1,1,0,0
PN-103057,24,ELECTRICAL POWER,AIRBUS,A321-200,YOK,,61,55,KRİTİK,2025,Q2,2025-Q2,0,0,0
PN-103057,24,ELECTRICAL POWER,AIRBUS,A321-200,YOK,,61,55,KRİTİK,2025,Q3,2025-Q3,0,0,0
PN-103057,24,ELECTRICAL POWER,AIRBUS,A321-200,YOK,,61,55,KRİTİK,2025,Q4,2025-Q4,0,0,0
PN-103058,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,,29,41,KRİTİK,2025,Q1,2025-Q1,0,1,0
PN-103058,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,,29,41,KRİTİK,2025,Q2,2025-Q2,1,1,0
PN-103058,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,,29,41,KRİTİK,2025,Q3,2025-Q3,2,1,0
PN-103058,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,,29,41,KRİTİK,2025,Q4,2025-Q4,2,1,0
PN-103059,28,FUEL,AIRBUS,A320-200,VAR,14.0,37,54,KRİTİK DEĞİL,2025,Q1,2025-Q1,12,1,6
PN-103059,28,FUEL,AIRBUS,A320-200,VAR,14.0,37,54,KRİTİK DEĞİL,2025,Q2,2025-Q2,14,1,2
PN-103059,28,FUEL,AIRBUS,A320-200,VAR,14.0,37,54,KRİTİK DEĞİL,2025,Q3,2025-Q3,16,1,1
PN-103059,28,FUEL,AIRBUS,A320-200,VAR,14.0,37,54,KRİTİK DEĞİL,2025,Q4,2025-Q4,13,0,2
PN-103060,27,FLIGHT CONTROLS,BOEING,777-300ER,YOK,,34,33,AOG KRİTİK,2025,Q1,2025-Q1,2,2,1
PN-103060,27,FLIGHT CONTROLS,BOEING,777-300ER,YOK,,34,33,AOG KRİTİK,2025,Q2,2025-Q2,2,1,1
PN-103060,27,FLIGHT CONTROLS,BOEING,777-300ER,YOK,,34,33,AOG KRİTİK,2025,Q3,2025-Q3,2,2,0
PN-103060,27,FLIGHT CONTROLS,BOEING,777-300ER,YOK,,34,33,AOG KRİTİK,2025,Q4,2025-Q4,4,3,1
PN-103061,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,,51,47,KRİTİK,2025,Q1,2025-Q1,4,1,2
PN-103061,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,,51,47,KRİTİK,2025,Q2,2025-Q2,8,1,0
PN-103061,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,,51,47,KRİTİK,2025,Q3,2025-Q3,4,5,2
PN-103061,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,,51,47,KRİTİK,2025,Q4,2025-Q4,5,1,0
PN-103062,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,VAR,15.0,26,53,KRİTİK DEĞİL,2025,Q1,2025-Q1,1,0,0
PN-103062,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,VAR,15.0,26,53,KRİTİK DEĞİL,2025,Q2,2025-Q2,1,0,0
PN-103062,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,VAR,15.0,26,53,KRİTİK DEĞİL,2025,Q3,2025-Q3,2,2,1
PN-103062,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,VAR,15.0,26,53,KRİTİK DEĞİL,2025,Q4,2025-Q4,0,0,0
PN-103063,24,ELECTRICAL POWER,AIRBUS,A320-200,YOK,,24,19,AOG KRİTİK,2025,Q1,2025-Q1,4,2,2
PN-103063,24,ELECTRICAL POWER,AIRBUS,A320-200,YOK,,24,19,AOG KRİTİK,2025,Q2,2025-Q2,12,2,2
PN-103063,24,ELECTRICAL POWER,AIRBUS,A320-200,YOK,,24,19,AOG KRİTİK,2025,Q3,2025-Q3,4,2,1
PN-103063,24,ELECTRICAL POWER,AIRBUS,A320-200,YOK,,24,19,AOG KRİTİK,2025,Q4,2025-Q4,3,4,0
PN-103064,71,POWER PLANT,BOEING,777-300ER,VAR,7.0,34,20,AOG KRİTİK,2025,Q1,2025-Q1,0,0,0
